Image	DKI Micro AD	DKI Micro ADE	DKI Micro AWF	DKI Micro AxonalD	DKI Micro KFA	DKI Micro MD	DKI Micro RD	DKI Micro RDE	DKI Micro Tortuosity	DKI Micro Trace	DKI AD	DKI AK	DKI KFA	DKI Linearity	DKI MD	DKI MK	DKI MKT	DKI Planarity	DKI RD	DKI RK	DKI Sphericity	DKI Tensor FA	DSIStudio GQI GFA	DSIStudio GQI ISO	DSIStudio GQI QA	DSIStudio Tensor AD	DSIStudio Tensor FA	DSIStudio Tensor HA	DSIStudio Tensor MD	DSIStudio Tensor RD1	DSIStudio Tensor RD2	DSIStudio Tensor RD	DSIStudio Tensor TXX	DSIStudio Tensor TXY	DSIStudio Tensor TXZ	DSIStudio Tensor TYY	DSIStudio Tensor TYZ	DSIStudio Tensor TZZ	NODDI ICVF Modulated	NODDI ICVF	NODDI ISOVF	NODDI NRMSE	NODDI OD Modulated	NODDI OD	NODDI RMSE	NODDI TF	TORTOISE MAPMRI NG	TORTOISE MAPMRI NG Par	TORTOISE MAPMRI NG Perp	TORTOISE MAPMRI PA	TORTOISE MAPMRI PATH	TORTOISE MAPMRI RTAP	TORTOISE MAPMRI RTOP	TORTOISE MAPMRI RTPP	TORTOISE MAPMRI AD	TORTOISE MAPMRI AM	TORTOISE MAPMRI FA	TORTOISE MAPMRI LI	TORTOISE MAPMRI RD	TORTOISE Tensor AD	TORTOISE Tensor AM	TORTOISE Tensor FA	TORTOISE Tensor LI	TORTOISE Tensor RD	ihMTw	ihMTR	MTR	ihMTsat	ihMTsat-B1c	R2	R2*-E5	R2*-E4	R2'-E5	R2'-E4	R1	R1-B1c	MPRAGE-MyelinW	SPACE-MyelinW	Scaled MPRAGE-MyelinW	Scaled SPACE-MyelinW	G-ihMTsat	G-ihMTR	Q-Ratio-E5	Q-Ratio-E5-B1c	Q-Ratio-E4	Q-Ratio-E4-B1c	QSM-SEPIA-E5	QSM-SEPIA-E4	QSM-X-R2'-E5-X	QSM-X-R2'-E4-X	QSM-X-R2'-E5-Para	QSM-X-R2'-E4-Para	QSM-X-R2'-E5-Dia	QSM-X-R2'-E4-Dia	QSM-X-R2pnet-E5-X	QSM-X-R2pnet-E4-X	QSM-X-R2pnet-E5-Para	QSM-X-R2pnet-E4-Para	QSM-X-R2pnet-E5-Dia	QSM-X-R2pnet-E4-Dia	QSM-X-R2*-E5-X	QSM-X-R2*-E4-X	QSM-X-R2*-E5-Para	QSM-X-R2*-E4-Para	QSM-X-R2*-E5-Dia	QSM-X-R2*-E4-Dia
DKI Micro AD	0.0	2.415587738211076	0.10354718469848495	0.40763248215410797	-0.39539208870577974	1.2025620606784677	0.5464285452152138	0.7643239924267864	0.3962754587116793	1.2025620811284332	4.9517187756431005	-0.08966069662783281	-0.39539208870577974	0.49550547278493406	1.2025620606784677	0.2865183180803926	0.26062633598343016	0.10400325718603537	0.5464285452152138	0.39744202907593357	-0.37866564661413754	0.44758968297947227	0.7202666135883157	-0.18543456243094125	0.6332764367525565	2.2418198287481563	0.4129119619549382	0.026091564499010046	0.9295272658371272	0.6024458891719717	0.39833531504468467	0.48049687475764424	0.6192023429676323	0.12812411909995275	0.07596016326972616	0.8160685260798409	-0.01813242327064718	0.7941908074302746	-0.45677017141035564	0.04093220816116589	1.0728515067040831	0.0406800315912746	-1.104618734242996	-0.6275790803826674	-0.1298172837093282	-1.0728511457001433	0.8760185130627263	0.5547569021680372	0.8692321739439621	0.7821788268218143	0.781730914306303	-0.2863898723894908	-0.47143757066993897	-1.9092258321377515	2.637212497371825	0.5909782762769747	0.43667256347915856	0.38251379035171734	0.4825753692694832	1.5138360186520379	0.5652698060336525	0.526913216187475	0.44811576807937814	0.3177702434426615	0.0006768338833544017	0.10212185389764024	-0.1525263759239984	0.037190885874885136	-0.03804127343802437	-0.7094226624531625	-0.19016224505114	-0.17213648497079287	0.17857469467428283	0.15480227639150118	-0.18301543563066416	-0.21119483373807077	-0.355250573145516	-0.4934349518150001	-0.35525056899204804	-0.49343494762351503	-0.48154105978827116	-0.7156096318802281	-0.1887116227774249	-0.20623159457104343	-0.18174763201484503	-0.19952228056068577	-0.2631338860495455	-0.24639869468481615	-0.3791912094496527	-0.38769455396008656	-0.18019388823707594	-0.18476746178054498	0.6175214805475324	0.620813991344252	-0.3812571736410972	-0.3910041665149926	-0.27844106667280766	-0.28540072644925796	0.5997805301123394	0.6161067662046962	-0.3818551982521593	-0.39189792273781243	-0.27511631099719724	-0.2833123140720515	0.6046495221296917	0.6190427133488088
DKI Micro ADE	2.415587738211076	0.0	0.225252955340957	0.4047746067280599	-0.3689730716866187	1.0394970484963435	0.4616939984071108	0.7178901732813703	0.4570302033545717	1.0394970630719937	2.415587738211076	0.03266042418191998	-0.3689730716866187	0.5389520042832133	1.0394970484963435	0.42164417719453023	0.3984385300321206	0.16603673522386156	0.4616939984071108	0.5119491912356398	-0.45602698384714374	0.5198381779987192	0.7886780261908732	-0.2929967905454396	0.6253209747362122	1.8131277550980445	0.4832817180239662	0.025835031183609726	0.7903975158896823	0.5235237463417817	0.3095606725165641	0.3916732936799198	0.5385022535155367	0.12778266041819786	0.0705871818571877	0.7321669442453328	-0.059891062971393245	0.7323350916732377	-0.32949916332411466	0.16305615749440114	1.0976240770489183	0.07387465482359991	-1.1252040333826312	-0.6420933604497757	-0.07987295296751543	-1.0976236657800433	1.110503563430836	0.6933847718434327	1.0696045289124099	0.9309346576021565	0.9301833598405561	-0.1875206182072995	-0.34397602393129906	-1.4857956799729153	1.9310537076696632	0.45220551104676154	0.509888388501945	0.44917599048240414	0.3874209830965201	1.2052886556386115	0.42688762608160774	0.5920862054747933	0.5085073377350677	0.21206555992996592	0.08697450092661371	0.19222534861829838	-0.07407046363090354	0.13245342374825442	0.06245153927996866	-0.5714697383538527	-0.10071195638679517	-0.0922377797558246	0.23496727628895137	0.20120402896241682	-0.06804265716611013	-0.09496551620465363	-0.23004218782494437	-0.3620020535215216	-0.23004218422258874	-0.36200205149294223	-0.5744468103333231	-0.764970518544265	-0.07432447974846113	-0.09197910267082844	-0.07290202167723236	-0.09079578406764244	-0.2204572408645197	-0.20642491543621982	-0.3249688026432851	-0.3336571201945424	-0.12106859465216252	-0.1265151376177205	0.5820312111386639	0.5866627338825887	-0.3272923415259552	-0.33709309324434966	-0.2276618026989232	-0.23505902747704724	0.5508672385209019	0.5678071095651419	-0.3280934465869323	-0.3381677419015526	-0.2244382084161332	-0.2328839315254919	0.5556777426593081	0.5706831853004759
DKI Micro AWF	0.10354718469848495	0.225252955340957	0.0	0.15008816316628518	0.28063683872892997	-0.2355924123862141	-0.5896979487908972	-0.25402318745601743	0.7663735317191961	-0.2355924072019947	0.10354718469848495	0.7956335447814056	0.28063683872892997	0.6906035756354015	-0.2355924123862141	1.4216346299650677	1.4667444110181804	0.4842570739152185	-0.5896979487908972	1.2761475100471857	-0.8687744069890866	0.8753412375710181	0.7467373927380044	-0.37143851302415265	0.5799978443353075	0.04871761838170856	0.9183125368916959	0.01218929778437751	-0.37967553212554717	-0.5067224310285658	-0.7801717770815343	-0.6868956538664635	-0.462236068799389	-0.04958490872575463	-0.040233431475071024	-0.2820647158830215	-0.03316688232837058	-0.24508695715959633	0.9765810800717518	0.777207037619701	-0.04618985221040886	-0.005529103717065139	-0.3455330513316133	-0.6438749564139495	0.1460193445557434	0.04619014859499566	0.637011774782051	0.2530502459488545	0.662485952399739	0.8664355288718906	0.8725963039436461	1.1262345438065395	0.9544710376941626	0.04246144997608385	0.0554691743081448	-0.6928449470045958	0.9102703741736984	0.9185370344150855	-0.7222853548240904	-0.13189441023576298	-0.7245447739621498	0.8877902996909363	0.9024027864687549	-1.101712830291748	1.0432967715437216	1.1122498725168568	0.9131020799704291	1.2108860742066814	1.227895582312442	0.5458726633139244	0.4486977992357459	0.3773485726204157	0.20165469670146585	0.14171755062863078	1.1400082512589902	1.1064089880672965	0.9904173938544126	0.8318419242336472	0.9904174035769213	0.8318419018543909	-0.6282591108881639	-0.34475929301092745	0.8095076965592733	0.8001803445450324	0.7362143374069932	0.7275936472308888	-6.285437631735121e-05	0.0005233963703515359	-0.006564599246334415	-0.009196476968915186	0.04405064511628763	0.043112493169078864	0.04678167023433115	0.05065479978392278	-0.011190282103640061	-0.013336787463397165	-0.016704378000344983	-0.019947974312698735	0.03671441119451224	0.03972809626891947	-0.01252561478577006	-0.014567368360652467	-0.016632037819222942	-0.01903152684889199	0.040866156038479054	0.04485085891545927
DKI Micro AxonalD	0.40763248215410797	0.4047746067280599	0.15008816316628518	0.0	0.3305851405266169	0.1687952519494532	-0.02793730417645517	-0.010952075379236524	0.5158017589480818	0.16879526787141585	0.40763248215410797	-0.30342477018702074	0.3305851405266169	0.4632014601744976	0.1687952519494532	-0.06959724015289102	-0.0853514109077969	0.18501624501133748	-0.02793730417645517	0.07254665706271878	-0.4326319749757879	0.47285117571391344	0.5867897074610767	-0.20017987466749795	0.4973196754690557	0.41024298651086005	0.4592061039924502	0.01152447159739845	0.14045443809872313	0.011698213020828067	-0.04526686221185878	-0.027672771752849868	0.08731699662120813	-0.03541371976456888	0.07955170131477307	0.19516766324242088	-0.010126123270860625	0.11036570494678757	-0.11864156617414814	0.1491535328209549	0.37124423373878523	0.48434558670366007	-0.6332035978557927	-0.5289112382713012	0.42426628921761683	-0.3712410699142872	0.250397736356317	-0.11124962507004209	0.24669207203915186	0.4823974893533714	0.48901696984969745	0.043173908862430915	-0.08967726912817635	-0.43965815127134067	0.4134886390578766	0.12522518798469415	0.45605364966960577	0.41990372603836285	-0.02185537833406416	0.47988008698395923	0.12272114071102737	0.5138566143650493	0.4810108273915253	-0.03338595195484779	-0.04228857678471105	0.03001811433302663	-0.05853878013986598	0.020813291450565586	0.0005183908943073811	-0.21320324353289785	0.013898383887460368	0.012445624667405796	0.15822568352971839	0.13850029777176362	0.0031579110099508663	-0.002900424933552176	-0.08279806363384051	-0.15054401163812722	-0.08279806947330383	-0.1505440172880611	-0.18040994745104383	-0.20424288233789373	0.024650916669633243	0.022101638385435975	0.025398775397661756	0.022741371979212527	-0.09072570349936827	-0.08382682303186921	-0.11334766253366377	-0.11499361847266279	0.0043650548697754055	0.001046705625496565	0.2620436194008626	0.2597202788618052	-0.11338465769117667	-0.1148308159911107	-0.05772569544039516	-0.05862960967822679	0.2122933828676022	0.2156297721534671	-0.11374673461530009	-0.1153169855392401	-0.05759563128761667	-0.058603283536485105	0.21158749943044008	0.2141108939187121
DKI Micro KFA	-0.39539208870577974	-0.3689730716866187	0.28063683872892997	0.3305851405266169	0.0	-0.70770267529605	-0.8647862634767903	-0.9939733416483665	0.48659767564864026	-0.7077026644563827	-0.39539208870577974	0.17022096640947001	4.9517187756431005	0.29199548813366194	-0.70770267529605	-0.06243298335049618	-0.011754010637754527	0.3041296473858988	-0.8647862634767903	-0.10187146251659242	-0.40754177230039146	0.3848403116487973	0.12391117172625338	-0.005127734687674299	0.1281502101453459	-0.40568250775254844	0.36896965396881193	0.0027777049330908517	-0.6911978838540432	-0.7414720214152706	-0.7775848488503214	-0.7880716816052549	-0.6065032276783232	-0.07200988763260843	-0.07632875578934721	-0.5068139649027228	-0.0039097982091416145	-0.6583372639223559	0.5714405706784338	0.2098878277585457	-0.44582609689712355	0.3965453303576401	0.10281328504841092	-0.14786237442906994	0.6003213243398894	0.44582668293138555	-0.3401460227778856	-0.4358475767423103	-0.37666549705629093	0.0020850292013913046	0.006014428373191486	0.6296192354732488	0.6054688585092525	0.40713198663760847	-0.406087695370906	-0.5472904900464474	0.3490627969261442	0.34148701862703895	-0.8083702070285653	-0.3805164907246436	-0.5355957354415298	0.2162342117193121	0.24344913291965223	-0.6416459513108842	0.21807614105587508	0.22501946462511485	0.38650193783633063	0.28225205387191493	0.31342159683430937	0.5073353380440309	0.25109624005196535	0.21815013416120307	0.0010065321490403613	-0.012840098678193797	0.4146155414742676	0.42380265586185367	0.48625252189305196	0.500704191361077	0.4862525241403482	0.5007041923005264	0.08284402959212726	0.26048628587995315	0.35383969440734486	0.3635516093194927	0.33286162484245735	0.3427804962491658	0.10034120745548672	0.09640037080867637	0.1249756797484682	0.130393060307581	0.0665640263984894	0.06791909159550616	-0.201555511731833	-0.2093385879146044	0.125787440828226	0.13242938413654726	0.0891816198122616	0.09406604070473874	-0.19501749547766276	-0.20308887271761905	0.12589364676627182	0.13268392078103342	0.08652734085635537	0.09247066091486508	-0.1968803092577668	-0.2034256196777036
DKI Micro MD	1.2025620606784677	1.0394970484963435	-0.2355924123862141	0.1687952519494532	-0.70770267529605	0.0	1.2609898128646915	1.5198080456905843	-0.07305160683737481	4.9517187756431005	1.2025620606784677	-0.2515350368462642	-0.70770267529605	0.02565852403355253	4.9517187756431005	0.003853807079783775	-0.030956777297660613	-0.1022859094460264	1.2609898128646915	0.08387526153828159	0.05263796670768479	-0.023437984826277628	0.21752753763468602	0.03262864160892837	0.240476654380714	1.2116064963925077	-0.04612844750163526	0.013505882712102147	1.7308870168519197	1.2088128345510762	0.9084825099001201	1.0777478513913206	0.9677807263603477	0.12900811600336684	0.058593766146194555	1.062123912262031	0.044241189203882474	0.9494226886710023	-0.9304801417788036	-0.31758559906744	0.8909441561206853	-0.04267771476113825	-0.49598628719883886	-0.18530354816444977	-0.2765846093407508	-0.8909439533152482	0.47335357993523297	0.45442076037233453	0.4701178206806583	0.2608160917274335	0.2579662972912147	-0.7573539474657861	-0.9694824823647042	-1.2206750463193765	1.225124194662173	0.9932469248980993	-0.028492493293512333	-0.06913737519008181	1.1180642196905797	1.1679123538740892	0.9633118902291226	0.06328339788190146	0.0034882781731001857	0.8047769395786968	-0.2882368409099885	-0.20123501748921266	-0.44174445045883226	-0.28108632779171855	-0.367977769737988	-1.039911960296051	-0.38477547525505973	-0.33370225645759966	0.06364741350385635	0.06965992437420636	-0.542739877304347	-0.5749474417291962	-0.7346731499714966	-0.873234149690509	-0.7346731430748872	-0.873234144117819	-0.18814834462265884	-0.4783823061618677	-0.49681934875091327	-0.5160389311625193	-0.46686474967248076	-0.4859652473178409	-0.2596692790240547	-0.24196981822830144	-0.3693090711246389	-0.3752033778792218	-0.22101679519123235	-0.22289463571415652	0.5241184187438279	0.5253281289922709	-0.36947392580664956	-0.37690203288136	-0.2812975289368654	-0.2862449141080887	0.5373862304130872	0.5493523242999878	-0.3693549291917936	-0.3771129520143693	-0.2785591842448067	-0.28523922840335125	0.5387910620857975	0.5483703595803249
DKI Micro RD	0.5464285452152138	0.4616939984071108	-0.5896979487908972	-0.02793730417645517	-0.8647862634767903	1.2609898128646915	0.0	1.6328011542019647	-0.5283904972000301	1.2609897874443428	0.5464285452152138	-0.37652796952705275	-0.8647862634767903	-0.41111250590007625	1.2609898128646915	-0.29785543471069215	-0.3361180428211261	-0.2966935213407206	4.9517187756431005	-0.2501972480440011	0.4814596889893291	-0.48123198021812535	-0.2132919626866336	0.10114798895329832	-0.17357742219534256	0.5731728688467665	-0.5001546811162064	-0.008709953939896459	1.3539428546703787	1.6744580547720715	1.5966590133583587	1.987545706001623	1.0892554234845127	0.0992806907206007	0.052259413155899104	0.9060830837323305	0.023729835414591546	0.8266331044686972	-1.3783077765690184	-0.544797574788231	0.6273223477703374	-0.04880459331400244	-0.07672833189027121	0.22706512929197545	-0.3018377776245414	-0.6273222364849045	0.14871098438341543	0.3321587789987136	0.13215810617290125	-0.15850257163753534	-0.1617873701891743	-1.3749419734828878	-1.4677917492698354	-0.5970463446975578	0.5640282453294166	1.0258416833855037	-0.482409888228467	-0.514836665899879	2.4506335808363247	0.6251996079697048	1.0189394594758812	-0.3706645601914797	-0.4212240691279039	1.4439439616700567	-0.6134915280883753	-0.5514447483605452	-0.7760916573662833	-0.6437079394514844	-0.7261456189256181	-0.9437319082183588	-0.41793874985006546	-0.35006368914264324	0.002146850817518358	0.03172112844284071	-0.8576089422976672	-0.88031099743234	-0.9976461954041511	-1.0327939224867715	-0.9976461996109767	-1.0327939254463738	0.1190460328155723	-0.1635625583524021	-0.6665924177237363	-0.679273647349072	-0.6122584537675089	-0.6244291785145768	-0.14559221637541359	-0.1348584159615041	-0.1875063552791537	-0.19018793170009782	-0.1019941312217424	-0.10348832762269805	0.29455380433907574	0.2955463290611199	-0.18583051449635607	-0.1898228907014161	-0.12570989158749912	-0.1277227856959446	0.28751753240229244	0.29427643656616354	-0.1853003951657735	-0.1895559149341231	-0.1240145926950654	-0.12766665816995668	0.2855988566023728	0.2900218876334651
DKI Micro RDE	0.7643239924267864	0.7178901732813703	-0.25402318745601743	-0.010952075379236524	-0.9939733416483665	1.5198080456905843	1.6328011542019647	0.0	-0.3202391263149902	1.5198080219974153	0.7643239924267864	-0.16640855512139874	-0.9939733416483665	-0.21099065753161464	1.5198080456905843	0.023654221917171057	-0.015930678321726913	-0.1496327660022103	1.6328011542019647	0.0682025241843517	0.2424550361824555	-0.23991576357421598	0.012114766749429412	-0.029706816330312726	0.0013323307513075304	0.7600872293827737	-0.2499168532086367	0.004971998892468088	1.3312815235515272	1.3986546277277798	1.0761719238862129	1.2836077996045878	0.968966777069528	0.10970519207888473	0.04938954123157653	0.936841915515138	-0.0008881095292405553	0.8700373724882925	-0.8851956624533376	-0.2996632838335644	0.7739218446600663	-0.07585135604800172	-0.2524101277970559	0.041196121810994	-0.31158406092316715	-0.7739216906578587	0.45759984961964584	0.5501601529496983	0.44497071679735783	0.12031741782500531	0.11660409608624343	-0.8459500811360994	-0.932089458815438	-0.7281392105615719	0.7548895200919179	0.8153872121110392	-0.23249480482255266	-0.26510524369072724	1.330456441897485	0.6938898111074756	0.794171521674122	-0.12622566565733112	-0.17909539453182177	0.8828629969947781	-0.32398052766269997	-0.2587223639184676	-0.493451725799007	-0.33164661192105	-0.40044980929932167	-0.8113313175468684	-0.31332360982702756	-0.26568435113144157	0.07812817608987273	0.08791174867669747	-0.5354673873615456	-0.5586500890791353	-0.6708871166063263	-0.7474069142232304	-0.6708871180160101	-0.7474069190021942	-0.12054553594238093	-0.3675405353319919	-0.4465254521752166	-0.4616945188698942	-0.4162380057598882	-0.43137517054988156	-0.15961526757201433	-0.14849460998556402	-0.22650293589090817	-0.231636412543186	-0.10789134103143687	-0.11052166354304449	0.3711985134263545	0.37474876491664544	-0.22641328732904165	-0.2329605195518016	-0.15821118334087275	-0.16293858488844198	0.3627641459907909	0.37325862011225786	-0.2263437444272118	-0.23315742155261912	-0.15581398761353518	-0.16211349169118416	0.3630239936956977	0.3710703363049201
DKI Micro Tortuosity	0.3962754587116793	0.4570302033545717	0.7663735317191961	0.5158017589480818	0.48659767564864026	-0.07305160683737481	-0.5283904972000301	-0.3202391263149902	0.0	-0.073051597112534	0.3962754587116793	0.26480255585445844	0.48659767564864026	1.7027235068976212	-0.07305160683737481	0.55128724431164	0.5777322477174273	0.5073081542541434	-0.5283904972000301	0.6153878215462792	-1.4778977628251224	2.0697501472485844	1.2603260950177873	-0.30686048805128885	0.992666663152921	0.3474730294210457	1.6935230711137377	0.024234477000441634	-0.18309967212124764	-0.402532059211542	-0.6326516301459368	-0.5617645872805533	-0.2861122603869729	0.0330209697039962	-0.02342517176091107	-0.0752477924605682	0.009311975995558741	-0.13765845131949586	0.49004560842938555	0.5863710294323476	0.122752658273876	0.22356443953085553	-0.7994345273496489	-1.1046498053217435	0.3057419093588157	-0.12275019229188794	0.4752528923318868	0.10297939212774644	0.483007058858575	1.0206675771703155	1.031159745959875	0.7237896902911856	0.4897995652707166	-0.3090108497075789	0.3672892146215092	-0.3065414476124032	1.7360718200318137	1.5402247730622007	-0.5803933847875903	0.2457364387755233	-0.3213318929716515	1.3244814129652807	1.2674696619456893	-0.700685044258465	0.5929671025634811	0.7038385254643362	0.5642166683460841	0.7169531904045039	0.6820084325359949	0.19052367203281584	0.2491193399469543	0.2070696534966482	0.17445783565303882	0.1267092743278873	0.6068118698119501	0.579026085451351	0.4848758896490067	0.368883357766161	0.48487589599971703	0.3688833633425947	-0.5472495944293406	-0.3959520148167876	0.45554134145724506	0.44345954942771265	0.4196384696840218	0.4081964490708831	-0.09825787052937617	-0.0914587929769707	-0.15125222133842886	-0.15513826639659234	-0.06342853408781329	-0.06520418468104323	0.21952950104811736	0.2208580948116623	-0.15435592823849562	-0.15789357402043946	-0.13356039046301052	-0.13679588720210045	0.21567405083934213	0.22079838778611033	-0.15558285014518564	-0.15910971586301945	-0.13308844643246714	-0.1358280491156809	0.21918757761244173	0.22488436943988996
DKI Micro Trace	1.2025620811284332	1.0394970630719937	-0.2355924072019947	0.16879526787141585	-0.7077026644563827	4.9517187756431005	1.2609897874443428	1.5198080219974153	-0.073051597112534	0.0	1.2025620811284332	-0.25153503568620106	-0.7077026644563827	0.025658533048504784	4.9517187756431005	0.0038538081026601636	-0.030956775780708642	-0.1022859033328368	1.2609897874443428	0.08387526457001365	0.05263795788758747	-0.023437974880641806	0.2175275485213455	0.032628638487608566	0.24047666604937917	1.211606528914693	-0.04612843823438169	0.013505873998440155	1.7308870345055285	1.2088128206489137	0.9084825031929351	1.0777478390302728	0.96778071693012	0.12900811128186074	0.058593776006395766	1.062123947305326	0.04424118992034976	0.9494226780461105	-0.9304801364919855	-0.3175855952337749	0.8909441512317716	-0.04267771466751095	-0.4959863050477493	-0.1853035641107115	-0.27658460868625184	-0.8909439484263373	0.4733535816952173	0.45442076017388816	0.47011782198284197	0.26081610087900964	0.25796630521440467	-0.7573539398534905	-0.9694824770150159	-1.2206750783522013	1.225124219826782	0.9932469199889398	-0.028492482777706905	-0.06913736438111556	1.1180641963010758	1.1679123749782254	0.963311885134834	0.06328340734881045	0.0034882877117524756	0.8047769316427694	-0.28823683854364596	-0.20123501088244572	-0.4417444432943157	-0.28108632048905896	-0.36797776049504033	-1.0399119637451912	-0.38477547387356126	-0.33370225356579664	0.06364741430646007	0.06965992619267873	-0.5427398714543595	-0.5749474359618442	-0.7346731460279073	-0.8732341438934396	-0.7346731391312983	-0.8732341383207466	-0.18814834901274202	-0.47838231044050633	-0.4968193437518913	-0.5160389285582386	-0.46686474464229033	-0.4859652445691773	-0.2596692834455946	-0.24196982280765733	-0.3693090725749909	-0.3752033783739321	-0.22101679192273144	-0.22289463212044833	0.5241184227291639	0.5253281322050964	-0.369473926505658	-0.37690203212604284	-0.28129752942387537	-0.2862449136833612	0.5373862286957765	0.5493523203501242	-0.369354929817658	-0.3771129511246643	-0.2785591847468879	-0.285239228066689	0.5387910599738464	0.5483703555312116
