subject_id	session_id	run	ISOVF	ICVF	ihMTsatB1sq	ihMTR
22449	01	1	0.2143944650888443	0.6575024724006653	3.890242099761963	0.16364143788814545
22449	02	1	0.20981404185295105	0.6595701575279236	3.771228551864624	0.15610650181770325
24037	01	1	0.2073303461074829	0.6851571798324585	3.6429598331451416	0.1658322960138321
24037	02	1	0.19378189742565155	0.6810945272445679	3.627445697784424	0.16232602298259735
24762	01	1	0.19691793620586395	0.6614431738853455	3.7335946559906006	0.15903495252132416
24762	02	1	0.20044568181037903	0.6647648811340332	3.607468843460083	0.1508072018623352
60476	01	1	0.14552640914916992	0.6291891932487488	3.893336772918701	0.15924718976020813
60476	02	1	0.14505502581596375	0.6350216269493103	3.94012713432312	0.16071118414402008
60501	01	1	0.19804687798023224	0.6897132396697998	3.8348021507263184	0.15244407951831818
60501	02	1	0.19711798429489136	0.6888417601585388	3.809544563293457	0.15566636621952057
60505	01	1	0.17722085118293762	0.7271783351898193	3.4820661544799805	0.14630867540836334
60505	02	1	0.17879220843315125	0.7242607474327087	3.158470630645752	0.14689525961875916
60514	01	1	0.1769849807024002	0.6753445267677307	4.062358856201172	0.16599604487419128
60514	02	1	0.17126047611236572	0.6693494915962219	4.106683254241943	0.17449994385242462
60515	01	1	0.1726086139678955	0.6463313102722168	3.867764711380005	0.16135360300540924
60515	02	1	0.17912477254867554	0.6532384157180786	4.043381690979004	0.16458560526371002
60516	01	1	0.1876825988292694	0.5995780229568481	3.6386899948120117	0.16529713571071625
60516	02	1	0.1926616132259369	0.612005352973938	3.861978769302368	0.15869107842445374
60517	01	1	0.21545031666755676	0.6675324440002441	3.4847984313964844	0.167389377951622
60517	02	1	0.20805348455905914	0.6575253009796143	3.162604808807373	0.14808614552021027
60518	01	1	0.21922025084495544	0.7008364200592041	3.8885648250579834	0.16895154118537903
60518	02	1	0.2099037617444992	0.7024952173233032	4.172250270843506	0.16681018471717834
60519	01	1	0.1685803234577179	0.621944010257721	3.720041275024414	0.17108887434005737
60519	02	1	0.18967565894126892	0.6299850344657898	3.481931209564209	0.1551031768321991
60520	01	1	0.1626112014055252	0.6166043281555176	3.7827539443969727	0.1629769206047058
60520	02	1	0.1712157428264618	0.6203041672706604	3.5894224643707275	0.16137529909610748
60522	01	1	0.19044560194015503	0.6328598856925964	3.6768691539764404	0.16604724526405334
60526	01	1	0.3375302851200104	0.6804727911949158	2.9353644847869873	0.17497749626636505
60526	02	1	0.3117476999759674	0.6587324738502502	3.5231986045837402	0.16093334555625916
60531	01	1	0.20456790924072266	0.6559226512908936	3.221686601638794	0.14404217898845673
60532	01	1	0.23058393597602844	0.7158523201942444	3.3905065059661865	0.15587961673736572
60532	02	1	0.23282764852046967	0.722290575504303	3.664297103881836	0.1498427391052246
60545	01	1	0.2410661280155182	0.7100419402122498	3.0175652503967285	0.15571953356266022
60545	02	1	0.23495934903621674	0.7154384255409241	3.7471885681152344	0.16858993470668793
60553	01	1	0.2609744668006897	0.6523333191871643	3.4723970890045166	0.15875688195228577
60553	02	1	0.28914761543273926	0.6549405455589294	3.6531779766082764	0.1642843633890152
60556	01	1	0.1532217115163803	0.6478197574615479	3.7193148136138916	0.1512625366449356
60556	02	1	0.14649175107479095	0.6555537581443787	3.735877752304077	0.16523072123527527
60563	01	1	0.2354850322008133	0.6689878106117249	3.8188939094543457	0.17205366492271423
60563	02	1	0.21964643895626068	0.6530188322067261	3.6224286556243896	0.15567493438720703
60641	01	1	0.2190765142440796	0.6705584526062012	3.5390994548797607	0.15406329929828644
60641	02	1	0.20753473043441772	0.6671555042266846	3.8002617359161377	0.1677163988351822
PILOT03	01	1	0.21081753075122833	0.6628887057304382	3.6588528156280518	0.1520945429801941
